"Track URI,""Track Name"",""Artist URI(s)"",""Artist Name(s)"",""Album URI"",""Album Name"",""Album Artist URI(s)"",""Album Artist Name(s)"",""Album Release Date"",""Album Image URL"",""Disc Number"",""Track Number"",""Track Duration (ms)"",""Track Preview URL"",""Explicit"",""Popularity"",""Added By"",""Added At"""
"spotify:track:4CZWE6fXjAQFODK1Vy99KD,""Dejlig Er Den Himmel BlÌ´"",""spotify:artist:3pcPbJ5oVGttgz0bZdg6Oc"",""Jodle Birge"",""spotify:album:2g69ufXMnTkXju5LKtPfX2"",""Synger Julen Ind"",""spotify:artist:3pcPbJ5oVGttgz0bZdg6Oc"",""Jodle Birge"",""2010-01-14"",""https://i.scdn.co/image/ab67616d0000b27393e86b09378d3e13b384b855"",""1"",""7"",""286773"",""https://p.scdn.co/mp3-preview/97827ef827460fe0e554fdff2ec02a82740a15f6?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""0"",""spotify:user:1119625738"",""2021-11-10T12:09:17Z"""
"spotify:track:68TFGb9Md1Ovq5SW8nMp7k,""Glade Ju Dejlige Jul"",""spotify:artist:3pcPbJ5oVGttgz0bZdg6Oc"",""Jodle Birge"",""spotify:album:2g69ufXMnTkXju5LKtPfX2"",""Synger Julen Ind"",""spotify:artist:3pcPbJ5oVGttgz0bZdg6Oc"",""Jodle Birge"",""2010-01-14"",""https://i.scdn.co/image/ab67616d0000b27393e86b09378d3e13b384b855"",""1"",""8"",""238733"",""https://p.scdn.co/mp3-preview/996057922d7024c0e48b44f88de4ecf2d6b1f02f?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""0"",""spotify:user:1119625738"",""2021-11-10T12:09:21Z"""
"spotify:track:5FtpYVdAvteLtfBu8BAlPU,""Dejlig Er Jorden"",""spotify:artist:3pcPbJ5oVGttgz0bZdg6Oc"",""Jodle Birge"",""spotify:album:2g69ufXMnTkXju5LKtPfX2"",""Synger Julen Ind"",""spotify:artist:3pcPbJ5oVGttgz0bZdg6Oc"",""Jodle Birge"",""2010-01-14"",""https://i.scdn.co/image/ab67616d0000b27393e86b09378d3e13b384b855"",""1"",""11"",""207466"",""https://p.scdn.co/mp3-preview/ca39dee4dcd7ae484708662a2ef0ed462b196b36?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""0"",""spotify:user:1119625738"",""2021-11-10T12:09:26Z"""
"spotify:track:2O7PzSTSERvWxvTyhZFkzy,""Nu' Det Jul Igen"",""spotify:artist:3EH8nM28K1AmsOmZX7YqwR, spotify:artist:6S7T4MwL9fHVgJ8P06ZdBy, spotify:artist:17lAV5H4rD82wYMG6N1rzP"",""BÌürnemusik Dyrene, BÌürne Musen, BÌürnesange Aben"",""spotify:album:2ToHjO9zRj3gRMO06FJJdS"",""Julemusik Til BÌürn - PopulÌ_re Danske BÌürnesange Til Jul"",""spotify:artist:3EH8nM28K1AmsOmZX7YqwR, spotify:artist:6S7T4MwL9fHVgJ8P06ZdBy, spotify:artist:17lAV5H4rD82wYMG6N1rzP"",""BÌürnemusik Dyrene, BÌürne Musen, BÌürnesange Aben"",""2019-10-06"",""https://i.scdn.co/image/ab67616d0000b273b072f398299d27857102917c"",""1"",""7"",""98549"",""https://p.scdn.co/mp3-preview/6ff9fb5409394280a7b5e083d9f26b90c331935d?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""22"",""spotify:user:1119625738"",""2021-11-10T12:12:53Z"""
"spotify:track:3OTl4pUVk1Ekpifn632rAR,""Decembersang (Det SÌürme)"",""spotify:artist:3EH8nM28K1AmsOmZX7YqwR, spotify:artist:6S7T4MwL9fHVgJ8P06ZdBy, spotify:artist:17lAV5H4rD82wYMG6N1rzP"",""BÌürnemusik Dyrene, BÌürne Musen, BÌürnesange Aben"",""spotify:album:2ToHjO9zRj3gRMO06FJJdS"",""Julemusik Til BÌürn - PopulÌ_re Danske BÌürnesange Til Jul"",""spotify:artist:3EH8nM28K1AmsOmZX7YqwR, spotify:artist:6S7T4MwL9fHVgJ8P06ZdBy, spotify:artist:17lAV5H4rD82wYMG6N1rzP"",""BÌürnemusik Dyrene, BÌürne Musen, BÌürnesange Aben"",""2019-10-06"",""https://i.scdn.co/image/ab67616d0000b273b072f398299d27857102917c"",""1"",""6"",""100101"",""https://p.scdn.co/mp3-preview/f13554518f08b1e1de5bb3efe471f148497a6d18?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""25"",""spotify:user:1119625738"",""2021-11-10T12:13:03Z"""
"spotify:track:1KHYeEjH7fLY6vyngnptNM,""HÌüjt Fra TrÌ_ets GrÌünne Top"",""spotify:artist:3EH8nM28K1AmsOmZX7YqwR, spotify:artist:6S7T4MwL9fHVgJ8P06ZdBy, spotify:artist:17lAV5H4rD82wYMG6N1rzP"",""BÌürnemusik Dyrene, BÌürne Musen, BÌürnesange Aben"",""spotify:album:2ToHjO9zRj3gRMO06FJJdS"",""Julemusik Til BÌürn - PopulÌ_re Danske BÌürnesange Til Jul"",""spotify:artist:3EH8nM28K1AmsOmZX7YqwR, spotify:artist:6S7T4MwL9fHVgJ8P06ZdBy, spotify:artist:17lAV5H4rD82wYMG6N1rzP"",""BÌürnemusik Dyrene, BÌürne Musen, BÌürnesange Aben"",""2019-10-06"",""https://i.scdn.co/image/ab67616d0000b273b072f398299d27857102917c"",""1"",""10"",""113166"",""https://p.scdn.co/mp3-preview/ce58523e410db4172e2d366b9324aded83e3a60f?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""21"",""spotify:user:1119625738"",""2021-11-10T12:13:12Z"""
"spotify:track:6n6oJkSKungSDg459osDzz,""Julemanden Er Kommet Til Byen"",""spotify:artist:3EH8nM28K1AmsOmZX7YqwR, spotify:artist:6S7T4MwL9fHVgJ8P06ZdBy, spotify:artist:17lAV5H4rD82wYMG6N1rzP"",""BÌürnemusik Dyrene, BÌürne Musen, BÌürnesange Aben"",""spotify:album:2ToHjO9zRj3gRMO06FJJdS"",""Julemusik Til BÌürn - PopulÌ_re Danske BÌürnesange Til Jul"",""spotify:artist:3EH8nM28K1AmsOmZX7YqwR, spotify:artist:6S7T4MwL9fHVgJ8P06ZdBy, spotify:artist:17lAV5H4rD82wYMG6N1rzP"",""BÌürnemusik Dyrene, BÌürne Musen, BÌürnesange Aben"",""2019-10-06"",""https://i.scdn.co/image/ab67616d0000b273b072f398299d27857102917c"",""1"",""12"",""124026"",""https://p.scdn.co/mp3-preview/f4c3bc5cecb879e7ae19594c6c3b531a6f0604df?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""24"",""spotify:user:1119625738"",""2021-11-10T12:13:18Z"""
"spotify:track:3U5GCXbScUOE9X2FS2YzNE,""Cool Jul"",""spotify:artist:0BQpy7MDDTME5INcxrBZar"",""Pyrus"",""spotify:album:5cbt8fWrMHUCfpG0yHvO9e"",""Pyrus...Allertiders Jul"",""spotify:artist:0LyfQWJT6nXafLPZqxe9Of"",""Various Artists"",""2004-09-26"",""https://i.scdn.co/image/ab67616d0000b27398186641b06718e3e25cd321"",""1"",""5"",""189493"",""https://p.scdn.co/mp3-preview/2c89608f4c60bd4aa01514b5282c2df22e8eebf0?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""39"",""spotify:user:1119625738"",""2021-11-10T12:13:56Z"""
"spotify:track:4vlx4vBWILH4yrMkDajxRR,""Julen Er Noget Som"",""spotify:artist:0BQpy7MDDTME5INcxrBZar"",""Pyrus"",""spotify:album:5cbt8fWrMHUCfpG0yHvO9e"",""Pyrus...Allertiders Jul"",""spotify:artist:0LyfQWJT6nXafLPZqxe9Of"",""Various Artists"",""2004-09-26"",""https://i.scdn.co/image/ab67616d0000b27398186641b06718e3e25cd321"",""1"",""2"",""118640"",""https://p.scdn.co/mp3-preview/aa41af515c34d28624137851ec6f20fc3a03a637?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""32"",""spotify:user:1119625738"",""2021-11-10T12:14:10Z"""
"spotify:track:78Oo2w1D1Ge5GzVdzIl4Hc,""Tjing Tjang Tjing"",""spotify:artist:47OsvJ9NqOQkoFzE10LNmA"",""Guttenborg"",""spotify:album:5cbt8fWrMHUCfpG0yHvO9e"",""Pyrus...Allertiders Jul"",""spotify:artist:0LyfQWJT6nXafLPZqxe9Of"",""Various Artists"",""2004-09-26"",""https://i.scdn.co/image/ab67616d0000b27398186641b06718e3e25cd321"",""1"",""14"",""166693"",""https://p.scdn.co/mp3-preview/9c4fe31c1d7b2dfc56b927786f4e0ec9474aefb1?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""26"",""spotify:user:1119625738"",""2021-11-10T12:14:29Z"""
"spotify:track:5qL8O038AjyHwisSCQE7om,""Vi Er PÌ´ Vej Til Dig - Julemand"",""spotify:artist:38YroIcEOM2zsIEGdtmZYm"",""Bamse"",""spotify:album:3GxvseT13ePY5AjKL3gXjk"",""Bamses Julerejse"",""spotify:artist:38YroIcEOM2zsIEGdtmZYm"",""Bamse"",""1996-09-28"",""https://i.scdn.co/image/ab67616d0000b273552bba071fc450852e1c4b24"",""1"",""9"",""112093"",""https://p.scdn.co/mp3-preview/59c8680c7be438a472cc9283a09e4e1164582cd7?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""35"",""spotify:user:1119625738"",""2021-11-10T12:15:00Z"""
"spotify:track:7GfZGRgMPAdi2Mi0Gt3Se4,""Efterlysning"",""spotify:artist:3sBImVziLBIMkSeT3wAiLk, spotify:artist:38YroIcEOM2zsIEGdtmZYm"",""Luna, Bamse"",""spotify:album:3GxvseT13ePY5AjKL3gXjk"",""Bamses Julerejse"",""spotify:artist:38YroIcEOM2zsIEGdtmZYm"",""Bamse"",""1996-09-28"",""https://i.scdn.co/image/ab67616d0000b273552bba071fc450852e1c4b24"",""1"",""20"",""149866"",""https://p.scdn.co/mp3-preview/e57dd77fa017a5b22ca2fecfc049dda0a7fcdedf?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""16"",""spotify:user:1119625738"",""2021-11-10T12:15:08Z"""
"spotify:track:7hJSeLaWwDIXAGHmOQ1fXc,""Det Kan Du FÌ´ For En Krone - Version 1"",""spotify:artist:0LyfQWJT6nXafLPZqxe9Of"",""Various Artists"",""spotify:album:2LIDpEbf5dDh7JzMe0kL9O"",""Jullerup FÌ_rgeby"",""spotify:artist:0LyfQWJT6nXafLPZqxe9Of"",""Various Artists"",""1974-12-01"",""https://i.scdn.co/image/ab67616d0000b27320fb71f2f4d5b926e0f860d1"",""1"",""7"",""58769"",""https://p.scdn.co/mp3-preview/fc343080f2fe603b58798b0b1cc116eb23c2b52a?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""11"",""spotify:user:1119625738"",""2021-11-10T12:15:50Z"""
"spotify:track:5Md6J2mNiENBUKnvvJn877,""Nisse-Hopsa - Jul PÌ´ Slottet"",""spotify:artist:1wdwxBWUNtLelibnHk6wSm, spotify:artist:65GFogv7RBDqUWiSkSH29Y, spotify:artist:709JqfXANgycBLvISkR1Vo, spotify:artist:4OobrexSUrMceub0gxr4EI"",""Ole Thestrup, Ellen Winther, Ejnar Hans Jensen, Allan Olsen"",""spotify:album:7lRCBPmfH3FzhagZo7KCaZ"",""Jul PÌ´ Slottet"",""spotify:artist:17AQ5utzTFvPavMXvX8uE0"",""DR's Julekalender"",""1998-11-11"",""https://i.scdn.co/image/ab67616d0000b27390993d987e20fcd9fda266b3"",""1"",""12"",""111826"",""https://p.scdn.co/mp3-preview/6b43bd1071872a7b8aeecf60f87747c5c7580530?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""12"",""spotify:user:1119625738"",""2021-11-10T12:17:18Z"""
"spotify:track:6Jnzn1nCFAfvIWSkG2aby0,""Muligvisvej"",""spotify:artist:1FvksPLLoKz4VgtCeUEB4k"",""Cast Of 'BrÌüdrene Mortensens Jul'"",""spotify:album:3UsAfDV6scKxapqE57ZcKt"",""BrÌüdrene Mortensens Jul"",""spotify:artist:1FvksPLLoKz4VgtCeUEB4k"",""Cast Of 'BrÌüdrene Mortensens Jul'"",""2002"",""https://i.scdn.co/image/ab67616d0000b2737b50e4d60bc781a963a673a2"",""1"",""1"",""155613"",""https://p.scdn.co/mp3-preview/80bba6348111a39b83a796c8163509c2f44bb433?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""33"",""spotify:user:1119625738"",""2021-11-10T12:18:19Z"""
"spotify:track:1upPKSQJreAEGrwNiCnKil,""Jesus & Josefine"",""spotify:artist:5PTC90Djm2KBfRkxiZfCgh, spotify:artist:1mEjxHmV73X8Nr3HY47n17"",""Julie, Martin Brygmann"",""spotify:album:3Z2OFqwvw5fbGfqYx4rj07"",""Jesus & Josefine"",""spotify:artist:0LyfQWJT6nXafLPZqxe9Of"",""Various Artists"",""2003-11-24"",""https://i.scdn.co/image/ab67616d0000b2737794e49c0e8d5d774a7bfc80"",""1"",""1"",""243613"",""https://p.scdn.co/mp3-preview/42755a79671112898db2936dab0bbb35eaddc63a?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""28"",""spotify:user:1119625738"",""2021-11-10T12:18:36Z"""
"spotify:track:3WcK48G0JoYgyasnFbmgZ3,""DrÌümte Mig En Lille DrÌüm - Fra julekalenderen 'Absalons Hemmelighed'"",""spotify:artist:2M8siACtKsHdqRo2y5YE1Z"",""Dicte"",""spotify:album:6NFEeb0NqHmXqXfD1YGfXn"",""Absalons Hemmelighed"",""spotify:artist:0LyfQWJT6nXafLPZqxe9Of"",""Various Artists"",""2006-11-01"",""https://i.scdn.co/image/ab67616d0000b273fddb61c533861baf83116252"",""1"",""1"",""258533"",""https://p.scdn.co/mp3-preview/2038d120fd7610f7d765521dea8d510269928218?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""43"",""spotify:user:1119625738"",""2021-11-10T12:18:57Z"""
"spotify:track:6Q7dpl7Q8bWDJXDKkdWRgU,""Kronborg jul"",""spotify:artist:6UG5LJiItYa8rV246VyzKl"",""Cast of 'Jul PÌ´ Kronborg'"",""spotify:album:1MzCWSbeQ1kptb1VkJiZrm"",""Jul PÌ´ Kronborg"",""spotify:artist:6UG5LJiItYa8rV246VyzKl"",""Cast of 'Jul PÌ´ Kronborg'"",""2000"",""https://i.scdn.co/image/ab67616d0000b273aa564ee867e4c0bf238df550"",""1"",""14"",""164373"",""https://p.scdn.co/mp3-preview/a29fc9556f09b69b41161e3094dcd65e66a52d44?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""17"",""spotify:user:1119625738"",""2021-11-10T12:20:01Z"""
"spotify:track:1SHCYxXPT2XKpTjt4Z31gE,""Julestjerne"",""spotify:artist:55tOuwFC2IwOWnipHAu5ou, spotify:artist:0DP8WwCykdr1DIK1WJuJ6b"",""Amalie Dollerup, Per DamgÌ´rd Hansen"",""spotify:album:54IfSF1PGVnebKx8IP7Ma0"",""Krummernes Jul '01"",""spotify:artist:0LyfQWJT6nXafLPZqxe9Of"",""Various Artists"",""1996"",""https://i.scdn.co/image/ab67616d0000b273a30d5820bdd722ac760bee94"",""1"",""12"",""193893"",""https://p.scdn.co/mp3-preview/43705777ea3fd3c2299ac96d3f4ccb69ab4b972b?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""29"",""spotify:user:1119625738"",""2021-11-10T12:20:24Z"""
"spotify:track:0lFZjFQFdgzpt4tGEKnaO2,""Jul I Krummeland"",""spotify:artist:7v4vesRBSKPqkypIHjl9Va, spotify:artist:3t3hkrseAhBH7Y456LjBg9, spotify:artist:0DP8WwCykdr1DIK1WJuJ6b, spotify:artist:6kZuI7sUkNXdP7BurObkZC, spotify:artist:3j4m30o2HEbFwUbm08Wlg7, spotify:artist:4TI2DPMncaeoz4z9mcvLv8, spotify:artist:2zF2QvPpgxAslZYFPTWR9D"",""SÌüren Spanning, Lukas Forchhammer, Per DamgÌ´rd Hansen, Dick KaysÌü, Line Kruse, Karen-Lise Mynster, Ole Stephensen"",""spotify:album:54IfSF1PGVnebKx8IP7Ma0"",""Krummernes Jul '01"",""spotify:artist:0LyfQWJT6nXafLPZqxe9Of"",""Various Artists"",""1996"",""https://i.scdn.co/image/ab67616d0000b273a30d5820bdd722ac760bee94"",""1"",""1"",""151880"",""https://p.scdn.co/mp3-preview/85f73919b72e0451c23ab3f508912fdedc814587?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""33"",""spotify:user:1119625738"",""2021-11-10T12:20:29Z"""
"spotify:track:75VISFTWSujuckIqDa8y3n,""Brevsangen"",""spotify:artist:3t3hkrseAhBH7Y456LjBg9, spotify:artist:0DP8WwCykdr1DIK1WJuJ6b, spotify:artist:6kZuI7sUkNXdP7BurObkZC, spotify:artist:3j4m30o2HEbFwUbm08Wlg7, spotify:artist:4TI2DPMncaeoz4z9mcvLv8"",""Lukas Forchhammer, Per DamgÌ´rd Hansen, Dick KaysÌü, Line Kruse, Karen-Lise Mynster"",""spotify:album:54IfSF1PGVnebKx8IP7Ma0"",""Krummernes Jul '01"",""spotify:artist:0LyfQWJT6nXafLPZqxe9Of"",""Various Artists"",""1996"",""https://i.scdn.co/image/ab67616d0000b273a30d5820bdd722ac760bee94"",""1"",""4"",""206173"",""https://p.scdn.co/mp3-preview/1093c2a94f93ac3899814bbaf28fb65b7d09442e?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""29"",""spotify:user:1119625738"",""2021-11-10T12:20:33Z"""
"spotify:track:71fEEvlSGVKBLzMxAq6L8B,""Det er RisengrÌüd"",""spotify:artist:34aFWlreBqZlIoOfoaTC94"",""Nissebanden"",""spotify:album:1n3xCveM8KLS7Uex38Dv8B"",""Nissebanden I GrÌünland"",""spotify:artist:34aFWlreBqZlIoOfoaTC94"",""Nissebanden"",""2011-11-14"",""https://i.scdn.co/image/ab67616d0000b27365d79638ddf05afd208a2ef6"",""1"",""11"",""124786"",""https://p.scdn.co/mp3-preview/b0d75320e78b9b85eca59136c07d5bd2a5bb8cfa?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""33"",""spotify:user:1119625738"",""2021-11-10T12:20:51Z"""
"spotify:track:60BBH4647wEsUbNeTaipWt,""Nu Er Det Jul (feat. Marianne van Toornburg)"",""spotify:artist:34aFWlreBqZlIoOfoaTC94, spotify:artist:7EtaX7TV4YXS1eHCvrtwRk"",""Nissebanden, Marianne van Toornburg"",""spotify:album:1n3xCveM8KLS7Uex38Dv8B"",""Nissebanden I GrÌünland"",""spotify:artist:34aFWlreBqZlIoOfoaTC94"",""Nissebanden"",""2011-11-14"",""https://i.scdn.co/image/ab67616d0000b27365d79638ddf05afd208a2ef6"",""1"",""1"",""200400"",""https://p.scdn.co/mp3-preview/4812a1e7482de13f4b1e7c096cc1f8fc5b2996ff?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""38"",""spotify:user:1119625738"",""2021-11-10T12:21:02Z"""
"spotify:track:1m7WDWSlJEDUyNAxStWMl8,""Sangen om Luffe (1) - 2011 Remastered Version"",""spotify:artist:34aFWlreBqZlIoOfoaTC94"",""Nissebanden"",""spotify:album:1n3xCveM8KLS7Uex38Dv8B"",""Nissebanden I GrÌünland"",""spotify:artist:34aFWlreBqZlIoOfoaTC94"",""Nissebanden"",""2011-11-14"",""https://i.scdn.co/image/ab67616d0000b27365d79638ddf05afd208a2ef6"",""1"",""2"",""137266"",""https://p.scdn.co/mp3-preview/0fd38606f330c100d75ca74d7a19804a462eb86d?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""27"",""spotify:user:1119625738"",""2021-11-10T12:21:07Z"""
"spotify:track:3Hd808dVoD2cvgAs3zJfMY,""Rockin' Around The Christmas Tree - Single Version"",""spotify:artist:4cPHsZM98sKzmV26wlwD2W"",""Brenda Lee"",""spotify:album:4HA72PwpSCrAcugyA4M0zM"",""Santa's Greatest Hits / 20th Century Masters Christmas"",""spotify:artist:0LyfQWJT6nXafLPZqxe9Of"",""Various Artists"",""2005-01-01"",""https://i.scdn.co/image/ab67616d0000b273889dbd137503577a4d627306"",""1"",""1"",""124693"","""",""false"",""0"",""spotify:user:1119625738"",""2021-11-10T12:24:12Z"""
"spotify:track:3TyGHril8RNJlZbzfS24Uq,""Hark! The Herald Angels Sing - 1999 Remastered"",""spotify:artist:7v4imS0moSyGdXyLgVTIV7"",""Nat King Cole"",""spotify:album:5tnzZOPPSeafBICfszjSkK"",""Holidays & Hits"",""spotify:artist:7v4imS0moSyGdXyLgVTIV7"",""Nat King Cole"",""2009-01-01"",""https://i.scdn.co/image/ab67616d0000b273270024bedd3d700bf371665f"",""1"",""9"",""111960"","""",""false"",""0"",""spotify:user:1119625738"",""2021-11-10T12:24:56Z"""
"spotify:track:7wzjbN0pjME0kfmuUufATV,""Carol Of The Bells"",""spotify:artist:4fcoYnedYa6bJBF6TDeDsb"",""US Air Force Band and Singing Sergeants"",""spotify:album:5drhVcuZ9zRPaHIvzw5xMJ"",""Caroling"",""spotify:artist:4fcoYnedYa6bJBF6TDeDsb"",""US Air Force Band and Singing Sergeants"",""2006-09-10"",""https://i.scdn.co/image/ab67616d0000b2732dd320c5b4b10548d3025773"",""1"",""8"",""92000"",""https://p.scdn.co/mp3-preview/05805dd3535538974b1352cec8e14366d1aa25a7?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""34"",""spotify:user:1119625738"",""2021-11-10T12:25:27Z"""
"spotify:track:76nIlhb7sx9W9ceQKVKreg,""Frosty The Snowman"",""spotify:artist:5V0MlUE1Bft0mbLlND7FJz"",""Ella Fitzgerald"",""spotify:album:15up0e6AFIYZbmErIVPU3p"",""Ella Wishes You A Swinging Christmas (Expanded Edition)"",""spotify:artist:5V0MlUE1Bft0mbLlND7FJz"",""Ella Fitzgerald"",""1960"",""https://i.scdn.co/image/ab67616d0000b273f8daf45f645da3cae641a008"",""1"",""11"",""131733"","""",""false"",""0"",""spotify:user:1119625738"",""2021-11-10T12:25:43Z"""
"spotify:track:6iaPYrELrq9GGG8wxEwHe8,""Til Julebal I Nisseland"",""spotify:artist:3EH8nM28K1AmsOmZX7YqwR, spotify:artist:6S7T4MwL9fHVgJ8P06ZdBy, spotify:artist:17lAV5H4rD82wYMG6N1rzP"",""BÌürnemusik Dyrene, BÌürne Musen, BÌürnesange Aben"",""spotify:album:2ToHjO9zRj3gRMO06FJJdS"",""Julemusik Til BÌürn - PopulÌ_re Danske BÌürnesange Til Jul"",""spotify:artist:3EH8nM28K1AmsOmZX7YqwR, spotify:artist:6S7T4MwL9fHVgJ8P06ZdBy, spotify:artist:17lAV5H4rD82wYMG6N1rzP"",""BÌürnemusik Dyrene, BÌürne Musen, BÌürnesange Aben"",""2019-10-06"",""https://i.scdn.co/image/ab67616d0000b273b072f398299d27857102917c"",""1"",""4"",""146179"",""https://p.scdn.co/mp3-preview/7ce3db4c8680dddcdab2d2725f38cde50356e704?cid=9950ac751e34487dbbe027c4fd7f8e99"",""false"",""29"",""spotify:user:1119625738"",""2021-11-10T12:26:32Z"""